id,name,description,category,price,rating,stock
306,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,3481,4.8,211
307,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1827,4.3,396
308,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,124,3.9,75
309,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,852,4.5,302
310,Denim Jeans Classic,Comfortable and stylish apparel designed for everyday use.,Clothing,4945,4.7,351
311,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,2499,3.7,88
312,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,2172,4.3,478
313,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,4145,4.5,58
314,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,3881,3.8,73
315,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2281,4.9,10
316,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,3168,3.7,105
317,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,4013,4.4,413
318,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,4047,4.5,463
319,Yoga Mat Comfort,Durable and reliable sports gear perfect for active lifestyles.,Sports,4401,3.7,376
320,Perfume Classic,Premium beauty product designed for care and daily use.,Beauty,841,4.4,128
321,Puzzle Brain Teaser,Fun and engaging toy that sparks creativity and joy in kids.,Toys,3308,4.5,320
322,Denim Jeans Classic,Comfortable and stylish apparel designed for everyday use.,Clothing,4485,4.2,154
323,Perfume Classic,Premium beauty product designed for care and daily use.,Beauty,3259,5.0,323
324,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,4814,4.8,362
325,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,4792,5.0,357
326,Moisturizing Cream,Premium beauty product designed for care and daily use.,Beauty,3077,5.0,229
327,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,3895,4.9,369
328,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,364,3.9,482
329,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,4944,4.5,228
330,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,3256,4.6,350
331,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,2711,4.1,249
332,Puzzle Brain Teaser,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1775,4.7,188
333,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,2922,3.9,32
334,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2645,4.4,284
335,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,2339,3.6,316
336,Mindful Living,A captivating book that explores unique stories and inspires readers.,Books,2944,4.1,389
337,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,176,4.2,250
338,Wireless Mouse Pro,High-quality electronic device with modern features and durability.,Electronics,1589,4.1,462
339,Puzzle Brain Teaser,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1315,4.2,60
340,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,1783,3.7,291
341,Noise Cancelling Headphones,High-quality electronic device with modern features and durability.,Electronics,3180,3.5,71
342,Non-stick Frying Pan,Essential home product built for convenience and durability.,Home & Kitchen,2574,3.7,99
343,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,2726,4.4,181
344,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,2817,3.8,386
345,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,1706,4.8,106
346,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,271,4.7,407
347,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,2862,4.2,116
348,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,566,4.8,454
349,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,901,4.7,410
350,Doll House Deluxe,Fun and engaging toy that sparks creativity and joy in kids.,Toys,188,4.4,36
351,4K Ultra HD TV,High-quality electronic device with modern features and durability.,Electronics,3593,4.1,64
352,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,1038,4.4,56
353,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,2646,4.6,210
354,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,2555,3.6,337
355,Perfume Classic,Premium beauty product designed for care and daily use.,Beauty,680,3.8,399
356,Winter Wool Jacket,Comfortable and stylish apparel designed for everyday use.,Clothing,3950,4.6,295
357,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,319,4.4,277
358,Winds of Change,A captivating book that explores unique stories and inspires readers.,Books,2918,3.8,175
359,Yoga Mat Comfort,Durable and reliable sports gear perfect for active lifestyles.,Sports,3644,4.3,264
360,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,4030,4.3,263
361,Puzzle Brain Teaser,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2116,4.3,147
362,Denim Jeans Classic,Comfortable and stylish apparel designed for everyday use.,Clothing,2978,3.5,19
363,Wireless Mouse Pro,High-quality electronic device with modern features and durability.,Electronics,4717,3.5,209
364,Building Blocks Set,Fun and engaging toy that sparks creativity and joy in kids.,Toys,132,4.1,172
365,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,2823,3.9,314
366,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,2670,4.2,369
367,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,2717,4.8,236
368,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,3298,3.8,193
369,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1984,4.4,58
370,Perfume Classic,Premium beauty product designed for care and daily use.,Beauty,143,3.8,442
371,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,3716,3.8,130
372,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,979,3.9,152
373,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,3173,3.7,437
374,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,724,5.0,241
375,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,4558,4.0,477
376,Wireless Mouse Pro,High-quality electronic device with modern features and durability.,Electronics,1061,3.6,328
377,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2633,4.0,493
378,Electric Kettle,Essential home product built for convenience and durability.,Home & Kitchen,498,3.7,22
379,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,878,4.3,219
380,Denim Jeans Classic,Comfortable and stylish apparel designed for everyday use.,Clothing,4323,4.8,109
381,Mindful Living,A captivating book that explores unique stories and inspires readers.,Books,764,3.5,261
382,Perfume Classic,Premium beauty product designed for care and daily use.,Beauty,2599,4.2,120
383,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,4223,4.7,347
384,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,781,3.7,180
385,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,790,4.1,17
386,Football Pro Edition,Durable and reliable sports gear perfect for active lifestyles.,Sports,2464,4.2,397
387,Winds of Change,A captivating book that explores unique stories and inspires readers.,Books,2312,3.8,398
388,Code Mastery,A captivating book that explores unique stories and inspires readers.,Books,916,4.8,218
389,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,4207,3.8,235
390,Football Pro Edition,Durable and reliable sports gear perfect for active lifestyles.,Sports,2713,4.4,233
391,Doll House Deluxe,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1103,4.0,366
392,Non-stick Frying Pan,Essential home product built for convenience and durability.,Home & Kitchen,4140,4.9,482
393,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,2260,4.1,332
394,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,3716,3.7,264
395,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,3064,5.0,131
396,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,3279,4.3,368
397,Non-stick Frying Pan,Essential home product built for convenience and durability.,Home & Kitchen,3948,4.8,276
398,Herbal Face Wash,Premium beauty product designed for care and daily use.,Beauty,2126,4.6,371
399,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,3160,4.8,130
400,Denim Jeans Classic,Comfortable and stylish apparel designed for everyday use.,Clothing,726,4.2,259
401,Casual Sneakers,Comfortable and stylish apparel designed for everyday use.,Clothing,880,4.5,186
402,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,4725,3.9,225
403,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,4672,3.8,370
404,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,3109,3.7,263
405,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,1491,3.8,457
406,Winds of Change,A captivating book that explores unique stories and inspires readers.,Books,757,4.6,32
407,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,1981,3.7,290
408,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,2058,4.7,397
409,Wireless Mouse Pro,High-quality electronic device with modern features and durability.,Electronics,4131,4.0,179
410,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,477,4.5,12
411,Cricket Bat PowerShot,Durable and reliable sports gear perfect for active lifestyles.,Sports,4742,4.5,180
412,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,2681,4.0,249
413,Non-stick Frying Pan,Essential home product built for convenience and durability.,Home & Kitchen,418,5.0,272
414,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,4382,4.1,228
415,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,371,4.8,451
416,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,699,4.9,41
417,Electric Kettle,Essential home product built for convenience and durability.,Home & Kitchen,2539,3.7,301
418,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,1281,3.7,144
419,Electric Kettle,Essential home product built for convenience and durability.,Home & Kitchen,1925,3.7,105
420,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,1297,3.5,439
421,Cricket Bat PowerShot,Durable and reliable sports gear perfect for active lifestyles.,Sports,3329,4.6,127
422,Tennis Ball Pack,Durable and reliable sports gear perfect for active lifestyles.,Sports,4740,4.7,199
423,Yoga Mat Comfort,Durable and reliable sports gear perfect for active lifestyles.,Sports,2359,4.1,158
424,Winds of Change,A captivating book that explores unique stories and inspires readers.,Books,3902,4.1,190
425,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,4910,4.3,395
426,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,4385,4.3,436
427,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,3018,4.0,343
428,Yoga Mat Comfort,Durable and reliable sports gear perfect for active lifestyles.,Sports,498,4.9,218
429,Winter Wool Jacket,Comfortable and stylish apparel designed for everyday use.,Clothing,155,3.7,294
430,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,3657,4.9,79
431,Ceramic Dinner Set,Essential home product built for convenience and durability.,Home & Kitchen,1794,3.8,325
432,Tennis Ball Pack,Durable and reliable sports gear perfect for active lifestyles.,Sports,3390,4.9,135
433,Casual Sneakers,Comfortable and stylish apparel designed for everyday use.,Clothing,1330,4.3,45
434,Winds of Change,A captivating book that explores unique stories and inspires readers.,Books,2880,3.8,289
435,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,4202,3.6,255
436,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,4595,3.7,90
437,Winds of Change,A captivating book that explores unique stories and inspires readers.,Books,782,4.2,175
438,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,4010,3.5,208
439,Winter Wool Jacket,Comfortable and stylish apparel designed for everyday use.,Clothing,1661,4.4,290
440,Non-stick Frying Pan,Essential home product built for convenience and durability.,Home & Kitchen,396,4.9,223
441,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,2867,4.4,374
442,Football Pro Edition,Durable and reliable sports gear perfect for active lifestyles.,Sports,2443,4.7,103
443,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,1029,4.4,68
444,Noise Cancelling Headphones,High-quality electronic device with modern features and durability.,Electronics,1118,3.8,144
445,Building Blocks Set,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2981,3.7,34
446,Building Blocks Set,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1739,4.2,81
447,Formal Blazer,Comfortable and stylish apparel designed for everyday use.,Clothing,2136,4.4,234
448,Cricket Bat PowerShot,Durable and reliable sports gear perfect for active lifestyles.,Sports,973,4.2,204
449,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,875,5.0,296
450,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,3690,4.6,324
451,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,3900,3.7,240
452,Tennis Ball Pack,Durable and reliable sports gear perfect for active lifestyles.,Sports,665,4.6,414
453,Non-stick Frying Pan,Essential home product built for convenience and durability.,Home & Kitchen,3839,4.4,375
454,Lipstick Matte Red,Premium beauty product designed for care and daily use.,Beauty,3374,4.3,83
455,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,3735,5.0,235
456,Electric Kettle,Essential home product built for convenience and durability.,Home & Kitchen,2743,4.3,441
457,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,1846,4.4,338
458,Moisturizing Cream,Premium beauty product designed for care and daily use.,Beauty,2589,3.9,174
459,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,4654,4.2,37
460,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2624,4.4,403
461,Vacuum Cleaner Pro,Essential home product built for convenience and durability.,Home & Kitchen,4697,3.7,476
462,Casual Sneakers,Comfortable and stylish apparel designed for everyday use.,Clothing,2212,4.4,435
463,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,1800,4.9,311
464,Cricket Bat PowerShot,Durable and reliable sports gear perfect for active lifestyles.,Sports,1869,4.8,185
465,Building Blocks Set,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2194,4.3,25
466,Noise Cancelling Headphones,High-quality electronic device with modern features and durability.,Electronics,4487,4.7,424
467,Moisturizing Cream,Premium beauty product designed for care and daily use.,Beauty,4345,4.2,36
468,Herbal Face Wash,Premium beauty product designed for care and daily use.,Beauty,4138,3.7,44
469,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,4908,3.7,142
470,4K Ultra HD TV,High-quality electronic device with modern features and durability.,Electronics,4340,4.5,403
471,Remote Car Speedster,Fun and engaging toy that sparks creativity and joy in kids.,Toys,630,4.9,387
472,Noise Cancelling Headphones,High-quality electronic device with modern features and durability.,Electronics,3564,3.9,56
473,Smartwatch Series 5,High-quality electronic device with modern features and durability.,Electronics,1479,4.5,223
474,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,2551,3.6,218
475,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,4394,4.5,214
476,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,568,4.1,51
477,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,1553,3.9,79
478,Badminton Racket,Durable and reliable sports gear perfect for active lifestyles.,Sports,2616,4.6,251
479,4K Ultra HD TV,High-quality electronic device with modern features and durability.,Electronics,1985,3.5,475
480,Code Mastery,A captivating book that explores unique stories and inspires readers.,Books,2239,4.6,69
481,Tennis Ball Pack,Durable and reliable sports gear perfect for active lifestyles.,Sports,2427,3.9,458
482,Herbal Face Wash,Premium beauty product designed for care and daily use.,Beauty,214,4.1,418
483,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,4997,4.5,472
484,Legends of Dawn,A captivating book that explores unique stories and inspires readers.,Books,2404,4.6,382
485,4K Ultra HD TV,High-quality electronic device with modern features and durability.,Electronics,1672,4.1,113
486,Cotton Summer Shirt,Comfortable and stylish apparel designed for everyday use.,Clothing,3055,4.5,365
487,Doll House Deluxe,Fun and engaging toy that sparks creativity and joy in kids.,Toys,4485,4.9,445
488,Air Purifier Compact,Essential home product built for convenience and durability.,Home & Kitchen,3458,4.5,204
489,Electric Kettle,Essential home product built for convenience and durability.,Home & Kitchen,3868,4.2,17
490,Code Mastery,A captivating book that explores unique stories and inspires readers.,Books,995,4.6,342
491,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,3927,3.9,166
492,Action Figure Hero,Fun and engaging toy that sparks creativity and joy in kids.,Toys,3570,4.7,278
493,Casual Sneakers,Comfortable and stylish apparel designed for everyday use.,Clothing,3943,4.2,479
494,Cricket Bat PowerShot,Durable and reliable sports gear perfect for active lifestyles.,Sports,2516,4.3,496
495,Doll House Deluxe,Fun and engaging toy that sparks creativity and joy in kids.,Toys,2540,4.9,265
496,Bluetooth Speaker Mini,High-quality electronic device with modern features and durability.,Electronics,4852,4.4,73
497,The Silent Forest,A captivating book that explores unique stories and inspires readers.,Books,4349,4.7,339
498,Moisturizing Cream,Premium beauty product designed for care and daily use.,Beauty,2483,4.1,138
499,Perfume Classic,Premium beauty product designed for care and daily use.,Beauty,339,4.1,402
500,Hair Oil Natural,Premium beauty product designed for care and daily use.,Beauty,1635,4.9,381
